dataset,method,acc_mean,acc_std,acc_count,nmi_mean,nmi_std,nmi_count,ari_mean,ari_std,ari_count,f1_macro_mean,f1_macro_std,f1_macro_count,runtime_seconds_mean,runtime_seconds_std,seed_<lambda>,n_seeds,method_raw
Quake_10x_Spleen,VarFloor-scMAE,0.9502024008933555,0.003541456898553468,3,0.8336177317342736,0.00629411933880793,3,0.9194764736785404,0.0017323383561718534,3,0.6966465148708151,0.012074756622649271,3,46.147355715433754,2.467367237474662,"42,2024,3407",3,varfloor_scmae
Quake_Smart-seq2_Lung,PCA+KMeans known-K,0.7108194112967383,0.06116358120398479,3,0.8072422997607394,0.02597841366201511,3,0.714087421497104,0.07996519612994543,3,0.601000615310585,0.10067038312446865,3,4.498727083206177,0.24952462899331346,"42,2024,3407",3,pca_kmeans_known_k
Quake_Smart-seq2_Lung,VarFloor-scMAE,0.5749801113762927,0.039776750195778594,3,0.7482482708200484,0.031579584892784354,3,0.5613783792832252,0.05756211116496495,3,0.4423760487465443,0.04983739670630775,3,7.918824831644694,0.13335224480234245,"42,2024,3407",3,varfloor_scmae
SRP145013,PCA+KMeans known-K,0.38347042694868777,0.052696590967568235,3,0.1429739698418378,0.04026524047843675,3,0.08737724596073672,0.04633022182090426,3,0.24044785934789467,0.026841091447450657,3,38.69668571154276,17.03718884797387,"42,2024,3407",3,pca_kmeans_known_k
SRP145013,VarFloor-scMAE,0.30888497192845016,0.00883629690161621,3,0.14983930131244022,0.004265785484422296,3,0.08234051918747992,0.0021557057666491265,3,0.2379701074325131,0.00580466123709735,3,220.06624952952066,1.0209060856665055,"42,2024,3407",3,varfloor_scmae
SRP171040,PCA+KMeans known-K,0.5762359131424981,0.027610736730917036,3,0.5998738898001116,0.018337355220330885,3,0.35633784838108234,0.026045665496989705,3,0.45888295991919664,0.030490643745784148,3,31.176674207051594,15.42790513905963,"42,2024,3407",3,pca_kmeans_known_k
SRP171040,VarFloor-scMAE,0.5725546786036833,0.021607808613947795,3,0.667858940395075,0.0031770464228918108,3,0.4609894783957899,0.013823945064600532,3,0.481763750509089,0.007580725639500703,3,180.2307014465332,0.9387610182099585,"42,2024,3407",3,varfloor_scmae
SRP182008,PCA+KMeans known-K,0.5536234028908292,0.032878169197868755,3,0.5660614601582472,0.017914479504805177,3,0.34068353149780034,0.03912396222552236,3,0.4279179125233286,0.03133242323383091,3,9.23891027768453,0.32024551261732026,"42,2024,3407",3,pca_kmeans_known_k
SRP182008,VarFloor-scMAE,0.54711163731439,0.03214162973342196,3,0.5742374857493459,0.017430161922138396,3,0.3789097701557134,0.027629131536520322,3,0.49695350123809523,0.03846610502388924,3,71.48448793093364,0.46484031282493576,"42,2024,3407",3,varfloor_scmae
SRP224648,PCA+KMeans known-K,0.6465744627170348,0.00015890738847852112,3,0.11503579541597576,0.0030598656034865413,3,0.028705582081503634,0.000938807034285358,3,0.37543385896199927,0.0038116515669943574,3,13.722590208053589,6.93557000110268,"42,2024,3407",3,pca_kmeans_known_k
SRP224648,VarFloor-scMAE,0.38416018716025596,0.003290620574201692,3,0.07004533276185823,0.0019273212654121513,3,-0.0011845099324827,0.0007531100037586357,3,0.26220126134203164,0.000990671981496921,3,75.03363347053528,0.7257785817082671,"42,2024,3407",3,varfloor_scmae
SRP235541,PCA+KMeans known-K,0.46843897642516247,0.0030042619655421383,3,0.5599246955353512,0.020968235757975108,3,0.2291515171319268,0.03983309102382954,3,0.42461684390574045,0.005316419713215288,3,40.498976389567055,19.634598228425045,"42,2024,3407",3,pca_kmeans_known_k
SRP235541,VarFloor-scMAE,0.5981605391275152,0.03686640551640427,3,0.6621689707109512,0.015508901132963186,3,0.4506624255021982,0.030762564627538028,3,0.5676847633501932,0.03776763283823525,3,150.47015158335367,2.125774484577163,"42,2024,3407",3,varfloor_scmae
SRP309176,PCA+KMeans known-K,0.49584267074371163,0.006730108622772928,3,0.48492636581730303,0.005224225595809056,3,0.26132689669432496,0.01404732973364281,3,0.4830091552968366,0.007761214490681368,3,42.93985684712728,20.305140006945997,"42,2024,3407",3,pca_kmeans_known_k
SRP309176,VarFloor-scMAE,0.48555930215510923,0.022816003184468307,3,0.478972141673186,0.015689895226295922,3,0.37050298457111525,0.010677138904687243,3,0.40283226220196805,0.07560821715001724,3,259.47458068529767,3.793830910009096,"42,2024,3407",3,varfloor_scmae
Shekhar,PCA+KMeans known-K,0.8592247484159522,0.03399942127068168,3,0.8802816870355628,0.011994253942403851,3,0.9156558126853792,0.013390600937169407,3,0.7630542168114526,0.044520342944467065,3,10.247519493103027,1.1104845104295533,"42,2024,3407",3,pca_kmeans_known_k
Shekhar,VarFloor-scMAE,0.8612746925083862,0.012546955533928828,3,0.8815077224369894,0.008869736718744135,3,0.9433892167113304,0.0027409764514704483,3,0.616690363735828,0.021099080524964207,3,144.44685220718384,1.6947331541811292,"42,2024,3407",3,varfloor_scmae
Tosches,PCA+KMeans known-K,0.6810794399199885,0.07032262942320158,3,0.7484677319233325,0.016464266554635742,3,0.630968671348526,0.10629673763563682,3,0.5463241932998711,0.06384901720807502,3,10.322450399398804,2.086733111982763,"42,2024,3407",3,pca_kmeans_known_k
Tosches,VarFloor-scMAE,0.571742391770253,0.013533783581119953,3,0.7132391200541569,0.005220290688950058,3,0.4556821008032455,0.003993469383515552,3,0.5743859628373021,0.01837511549732626,3,98.03553167978923,1.2035162282146894,"42,2024,3407",3,varfloor_scmae
Wang,PCA+KMeans known-K,0.9074132436880625,0.14162337205145256,3,0.600574616136187,0.5028677765102595,3,0.6211869086194319,0.5739603975527431,3,0.7992996723354362,0.3203779394941372,3,5.111479123433431,0.5965796644803351,"42,2024,3407",3,pca_kmeans_known_k
Wang,VarFloor-scMAE,0.9314353748643064,0.00016047118727300602,3,0.6512251556983287,0.0004934931081204555,3,0.7292554774206549,0.0005625582316786923,3,0.9095255764129743,0.0001929059566959165,3,48.25595108668009,0.3633420401279306,"42,2024,3407",3,varfloor_scmae
Young,PCA+KMeans known-K,0.777660510114336,0.08714707570532104,3,0.7946373592367326,0.03703260764367277,3,0.6690615013196126,0.08110202451230164,3,0.76133250349608,0.054191774863113454,3,5.885585943857829,0.563297594645125,"42,2024,3407",3,pca_kmeans_known_k
Young,VarFloor-scMAE,0.7850483729111697,0.020560921034197627,3,0.7761744109356349,0.021412778276452563,3,0.6773924475571138,0.0294992319615293,3,0.6968754372454292,0.03790342088452703,3,29.17279291152954,1.1474785831677214,"42,2024,3407",3,varfloor_scmae
hrvatin_geo_maintype_counts,PCA+KMeans known-K,0.9151991049600131,1.3597399555105182e-16,3,0.9076064900390848,1.7239229312246728e-05,3,0.8741662486867593,2.44310818661065e-05,3,0.8421663160690604,2.2539947575572523e-06,3,21.84075705210368,6.828954588787,"42,2024,3407",3,pca_kmeans_known_k
hrvatin_geo_maintype_counts,VarFloor-scMAE,0.8774499647785191,0.0002802749193732497,3,0.9107586194489786,0.00447907109060006,3,0.8744272244122907,0.0072502620563155646,3,0.6896673194797973,0.01649449036672085,3,250.4741362730662,1.1406621546120468,"42,2024,3407",3,varfloor_scmae
worm_neuron_cell,PCA+KMeans known-K,0.5089186176142698,0.011566726252635832,3,0.47175083999470707,0.03019573833419504,3,0.1944753456598037,0.017839979884902116,3,0.41207704463067635,0.06305225750318202,3,4.873869895935059,0.3724695799421,"42,2024,3407",3,pca_kmeans_known_k
worm_neuron_cell,VarFloor-scMAE,0.45652173913043476,0.005426572714572629,3,0.43380574288121837,0.003566736089885879,3,0.2624293938761088,0.006169511486404537,3,0.44168453801858426,0.021952875459971516,3,21.384973526000977,0.4725575909231781,"42,2024,3407",3,varfloor_scmae
